OTU,A1,A10,A100,A101,A102,A104,A105,A106,A108,A109,A11,A110,A111,A112,A113,A114,A115,A116,A117,A118,A119,A12,A120,A121,A122,A123,A124,A125,A126,A128,A129,A130,A131,A132,A133,A135,A136,A137,A139,A14,A140,A141,A142,A143,A144,A145,A146,A147,A148,A149,A150,A151,A152,A153,A154,A155,A156,A157,A158,A159,A16,A160,A161,A162,A163,A164,A165,A166,A167,A168,A169,A17,A18,A19,A2,A20,A21,A22,A23,A25,A26,A27,A28,A29,A3,A31,A32,A33,A34,A35,A40,A43,A45,A46,A47,A49,A5,A50,A51,A52,A53,A54,A55,A57,A58,A59,A6,A60,A61,A62,A63,A65,A66,A67,A68,A69,A7,A70,A71,A72,A73,A75,A76,A77,A78,A8,A80,A82,A83,A84,A85,A86,A87,A88,A89,A9,A90,A91,A92,A93,A95,A97,A99,B1,B10,B100,B101,B103,B104,B105,B106,B107,B108,B109,B11,B111,B112,B113,B114,B115,B116,B117,B119,B12,B120,B122,B123,B124,B125,B126,B127,B128,B129,B13,B131,B132,B133,B134,B135,B136,B137,B138,B139,B14,B141,B142,B143,B144,B145,B147,B148,B149,B15,B150,B151,B152,B153,B154,B155,B156,B157,B158,B159,B16,B160,B161,B162,B163,B164,B165,B166,B17,B18,B19,B2,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B3,B30,B31,B34,B35,B36,B37,B39,B4,B40,B42,B44,B45,B46,B48,B49,B5,B50,B51,B52,B54,B55,B56,B57,B58,B59,B6,B60,B61
OTU12,0,0,0,0,0,0,0,0,0,0,0,6.29782410177284e-05,0,0,0,0,0,0,0,0,0,0,0,0.00519570488396259,0,3.14891205088642e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14891205088642e-05,0,0,0,0,0,0,0,0,0,0.00037786944610637,0,0,6.29782410177284e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44673615265926e-05,0,0,9.44673615265926e-05,6.29782410177284e-05,0,0,0,3.14891205088642e-05,0,0,6.29782410177284e-05,3.14891205088642e-05,3.14891205088642e-05,3.14891205088642e-05,6.29782410177284e-05,6.29782410177284e-05,0,0,0,9.44673615265926e-05,3.14891205088642e-05,0,0,0,0,0,0,0,0,0,9.44673615265926e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14891205088642e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14891205088642e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00623484586075511,0,0,0,0,0,0,0.00125956482035457,0.000629782410177284,0.000881695374248197,0.00075573889221274,0.000881695374248197,0.000629782410177284,0.00116509745882797,0.00075573889221274,0,0.00075573889221274,0.00110211921781025,0.000944673615265926,0.000724249771703876,0.00059829328966842,0.000787228012721605,0.00103914097679252,0.000472336807632963,0.000440847687124099,0.000787228012721605,0,0.0212236672229745,0.000818717133230469,0.000787228012721605,0.00097616273577479,0.000629782410177284,0.000850206253739333,0,0,0,0,0,0,0,0,6.29782410177284e-05,3.14891205088642e-05,0,6.29782410177284e-05,9.44673615265926e-05,0.000157445602544321,0,0,6.29782410177284e-05,0,0,0,3.14891205088642e-05,3.14891205088642e-05,6.29782410177284e-05,0,0,0,3.14891205088642e-05,0,0,0,0,0,0,0,0,0,0,0,0,3.14891205088642e-05,0,0,0,0
OTU28,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44673615265926e-05,0,0.000944673615265926,0.000125956482035457,3.14891205088642e-05,9.44673615265926e-05,0,9.44673615265926e-05,0,0,0,0,0,6.29782410177284e-05,0,0,0.000157445602544321,0,0,0.000125956482035457,0.000188934723053185,0,6.29782410177284e-05,0,6.29782410177284e-05,6.29782410177284e-05,0,0.000157445602544321,3.14891205088642e-05,0,6.29782410177284e-05,0,0,9.44673615265926e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000440847687124099,0.000661271530686148,3.14891205088642e-05,3.14891205088642e-05,0,0,0,0.000157445602544321,3.14891205088642e-05,0,3.14891205088642e-05,0,0,3.14891205088642e-05,0,0,3.14891205088642e-05,0,3.14891205088642e-05,0,3.14891205088642e-05,0,0,0,0,0,0,0.000157445602544321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU30,0,0,0,0,0,0,0,0.00103914097679252,0,0,0,0,0,0.000818717133230469,0,0.00097616273577479,0.000944673615265926,0.000724249771703876,0.0541612872752464,0,0.000692760651195012,0.00097616273577479,0,0,3.14891205088642e-05,0,0.00100765185628365,0,0,0.000724249771703876,0,0,0.000724249771703876,0.000881695374248197,0,0.000850206253739333,0,0.000724249771703876,0.00037786944610637,0.016468810026136,0.000661271530686148,0.000440847687124099,3.14891205088642e-05,0.000913184494757061,0,0,0.000818717133230469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000440847687124099,0,0,0,0,0,0,0,0,0,0,0.000944673615265926,0.00160594514595207,0.000661271530686148,0,0.00059829328966842,0.00125956482035457,0.0013225430613723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14891205088642e-05,0,6.29782410177284e-05,0,0,0,0.00226721667663822,0,0,0,3.14891205088642e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192083635104072,0,0,0,0,0,0,0,0,0,0.000346380325597506,0.000157445602544321,0.000346380325597506,0.000157445602544321,9.44673615265926e-05,0.000346380325597506,0.000251912964070914,0.000188934723053185,0,0.000251912964070914,0.000346380325597506,0.000251912964070914,0.000188934723053185,0.000157445602544321,0.000314891205088642,0.000251912964070914,0.00563655257108669,0.000220423843562049,0.000346380325597506,0,0.000409358566615234,0.000314891205088642,0.000346380325597506,0.000346380325597506,0.000440847687124099,0.000314891205088642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU34,0,0,0,0,0,0,0,6.29782410177284e-05,0,0,0,0,0,6.29782410177284e-05,0,9.44673615265926e-05,0.000157445602544321,9.44673615265926e-05,0.00295997732783323,0,3.14891205088642e-05,0,0,0,0,0,0.000220423843562049,0,3.14891205088642e-05,9.44673615265926e-05,0,0,0.000283402084579778,3.14891205088642e-05,0,0.000188934723053185,0,6.29782410177284e-05,0.000125956482035457,0.00248764052020027,6.29782410177284e-05,3.14891205088642e-05,0,6.29782410177284e-05,0,0,6.29782410177284e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44673615265926e-05,0,0,0,0,0,0,0,0,0,0,6.29782410177284e-05,0.000251912964070914,0.000251912964070914,0,0.000188934723053185,0.000125956482035457,0.000157445602544321,0,0,0,0,0,0,0,0,0,0,0,9.44673615265926e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14891205088642e-05,0,3.14891205088642e-05,0,0,0,0,3.14891205088642e-05,0,3.14891205088642e-05,0,0,0,0.000157445602544321,3.14891205088642e-05,0,0,0,0,0,0,0,0,3.14891205088642e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29782410177284e-05,0,0,3.14891205088642e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU41,0.000220423843562049,0.000157445602544321,0.00119658657933684,0.00286550996630664,0.000818717133230469,0.000724249771703876,0.00390465094309916,0.00689611739144126,0.000944673615265926,0.000629782410177284,0.00919482318858834,0.000913184494757061,0.00125956482035457,0.00503825928141827,0.000661271530686148,0.00821866045281355,0.160877916679787,0.147652486066064,0.00910035582706175,0.0103284315269075,0.00648675882482602,0.00497528104040054,0.00113360833831911,0.00154296690493435,0.0163743426646094,0.00236168403816481,0.00790376924772491,0.00151147778442548,0.000881695374248197,0.00475485719683849,0.00151147778442548,0.000881695374248197,0.0932392858267469,0.032685707088201,0.00714803035551217,0.0128475611676166,0.017381994520893,0.00614037849922852,0.0355827061750165,0.00793525836823378,0.00667569354787921,0.00488081367887395,0.00125956482035457,0.00847057341688447,0.00513272664294486,0.0119973549138773,0.00749441068110968,0.00195232547154958,0.000724249771703876,0.000629782410177284,0.00614037849922852,0.00220423843562049,0.0016689233869698,0.00223572755612936,0.00251912964070913,0.0463519853890481,0.00154296690493435,0.00242466227918254,0.00362124885851938,0.00245615139969141,0.174166325534528,0.00226721667663822,0.00702207387347671,0.00113360833831911,0.00242466227918254,0.00185785811002299,0.00141701042289889,0.00129105394086343,0.0157130711339232,0.0282142519759423,0.00182636898951412,0.00453443335327644,0.0210347324999213,0.0403060742513462,0.00692760651195012,0.0233019491765595,0.00551059608905123,0.0072110085965299,0.000472336807632963,0.000409358566615234,0.00233019491765595,0.000692760651195012,0.000346380325597506,0.00110211921781025,0.000283402084579778,0.000850206253739333,0.00768334540416286,0.000850206253739333,0.000944673615265926,0.000535315048650691,0.00119658657933684,0.000787228012721605,0.00736845419907422,0.0141701042289889,0.0127216046855811,0.0135718109393205,0.000220423843562049,0.00286550996630664,0.000629782410177284,0.000346380325597506,0.00475485719683849,0.00280253172528891,0.00752589980161854,0.0443366816764808,0.00188934723053185,0.00639229146329943,0.00349529237648392,0.00837610605535787,0.000818717133230469,0.00488081367887395,0.0072110085965299,0.00796674748874264,0.00573101993261328,0.0568693516390087,0.00529017224548918,0.0080927039707781,3.14891205088642e-05,0.000850206253739333,0.00739994331958308,0.0125326699625279,0.00762036716314513,0.0546651132033882,0.070724564662909,0.00793525836823378,0.0851780709764776,0.000157445602544321,0.0100765185628365,0.00459741159429417,0.00566804169159555,0.00950971439367698,0.00308593380986869,0.00267657524325346,0.000881695374248197,0.0303240230500362,0.00673867178889694,0.00059829328966842,0.000787228012721605,0.0122492678779482,0.00059829328966842,0.000881695374248197,0.0029914664483421,0.00869099726044652,0.000913184494757061,0.00519570488396259,0.0130364958906698,0.00129105394086343,0.00204679283307617,0.0088799319834997,0.00198381459205844,0.00428252038920553,0.00223572755612936,0.0233334382970684,0.0058884655351576,0.00239317315867368,0.00406209654564348,0.00519570488396259,0.00733696507856536,0.00182636898951412,0.00270806436376232,0.0149258431212016,0.00516421576345373,0.00459741159429417,0.0490600497528104,0.000220423843562049,0.00730547595805649,0.00919482318858834,0.0033378467739396,0.00311742293037755,0.00399911830462575,0.00708505211449444,0.0419435085178071,0.00573101993261328,0.00950971439367698,0.000157445602544321,0.0117139528292975,0.00928929055011493,0.00472336807632963,0.00645526970431716,0.00617186761973738,0.010422898888434,0.00314891205088642,0.00374720534055484,0.0580029599773278,0.00147998866391662,0.00314891205088642,0.000409358566615234,0.000188934723053185,0.00954120351418585,0.00229870579714709,0.00371571622004597,0.00245615139969141,0.000251912964070914,0.00188934723053185,0.000188934723053185,0.000251912964070914,0.0042195421481878,0.00658122618635262,0.000440847687124099,0.00207828195358504,0.000440847687124099,0.00604591113770192,0.00270806436376232,0.000314891205088642,0.00154296690493435,0.00138552130239002,0.00236168403816481,0.00532166136599805,9.44673615265926e-05,0.000314891205088642,0.00922631230909721,0.00270806436376232,0.0012280756998457,0.00138552130239002,0.00311742293037755,0.00037786944610637,0.00264508612274459,0.00412507478666121,0.0028969990868155,0.00529017224548918,0.0239947098277545,0.00273955348427118,0.00440847687124099,0.00557357433006896,0.00261359700223573,0.00324337941241301,0.000346380325597506,0.0135718109393205,0.00233019491765595,0.00478634631734736,0.00283402084579778,0.0212236672229745,0.0842019082407028,0.00371571622004597,0.000188934723053185,0.00245615139969141,0.00236168403816481,0.00381018358157257,0,0,0.000125956482035457,0.0159020058569764,0.000472336807632963,0,0,0.000251912964070914,0.000125956482035457,3.14891205088642e-05,0.00223572755612936,0.000188934723053185,9.44673615265926e-05,0.000125956482035457,0.000220423843562049,0.000125956482035457,0.00170041250747867
OTU49,0,0,0,0,3.14891205088642e-05,0,0,0,0,0,0.000283402084579778,0,0,0.00195232547154958,0,0.00160594514595207,0.00214126019460276,0.00220423843562049,0.00125956482035457,0,0.00103914097679252,3.14891205088642e-05,0,0,0,0,0.0021097710740939,3.14891205088642e-05,0,0.00151147778442548,0,0,0.00103914097679252,0.00223572755612936,0.00182636898951412,0.119721636174702,0,0.00239317315867368,0.00283402084579778,3.14891205088642e-05,0.00135403218188116,0.00245615139969141,0,0.00103914097679252,3.14891205088642e-05,0.00340082501495733,0.00100765185628365,0,0,0,0,0.00185785811002299,0.00141701042289889,0.00135403218188116,0.00176339074849639,0.00160594514595207,0.00198381459205844,0.00201530371256731,0.00116509745882797,0.00129105394086343,3.14891205088642e-05,0.00226721667663822,0.00173190162798753,0.00217274931511163,0.0016689233869698,0.002550618761218,0.0386056617438675,0.00182636898951412,0.00144849954340775,0.00097616273577479,0.00248764052020027,0,0.0247504487199673,3.14891205088642e-05,0,0,0,3.14891205088642e-05,9.44673615265926e-05,0.000283402084579778,0.000251912964070914,0.00037786944610637,0.000314891205088642,0.000157445602544321,0,0.000409358566615234,0.000314891205088642,0.000535315048650691,0.000188934723053185,0.000283402084579778,0.00037786944610637,0.000535315048650691,0.010202475044872,0.000409358566615234,0.000440847687124099,0.00431400950971439,0,0.000566804169159555,0.00037786944610637,0.000346380325597506,0.000346380325597506,0.000472336807632963,0.000535315048650691,0.000157445602544321,0.000157445602544321,0.000503825928141827,0,0.000440847687124099,0,0.000692760651195012,0.000314891205088642,0.00037786944610637,0.00059829328966842,0.000566804169159555,0.00037786944610637,0.00037786944610637,0,0,0.000251912964070914,0.000503825928141827,0.000314891205088642,0.00352678149699279,0.00037786944610637,0.000440847687124099,0.0274900022042384,0,0.000314891205088642,0.000314891205088642,0.000440847687124099,0,0,0,3.14891205088642e-05,0.000314891205088642,0.000692760651195012,0,0,0,0,0,0,0,0,0,0.0029914664483421,0.000472336807632963,0.000346380325597506,0.000346380325597506,0.000346380325597506,0.000251912964070914,0.000440847687124099,0.000661271530686148,0.000440847687124099,0.000346380325597506,3.14891205088642e-05,0.000283402084579778,0.000251912964070914,0.000314891205088642,0.000220423843562049,0.000440847687124099,0.00154296690493435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00314891205088642,0,0,0,0,0,0,0,0.00147998866391662,0,0,0,0,0,0,0,0,0,0,0.00147998866391662,0,0,0,0,0,0,0.00239317315867368,0.00176339074849639,0.054255754636773,0.00135403218188116,0,3.14891205088642e-05,0,3.14891205088642e-05,0,0,3.14891205088642e-05,0,0,0,0,0,0,3.14891205088642e-05,0.0135403218188116,6.29782410177284e-05,3.14891205088642e-05,0,0,0,3.14891205088642e-05,0,0,0,0,0,3.14891205088642e-05,3.14891205088642e-05,0,0,0,0,0,0,0,0,0,0,0,0
OTU51,0.00399911830462575,0.0924520578140253,0.00717951947602103,0.0075573889221274,0.00113360833831911,0.00705356299398558,0.00913184494757061,0.00563655257108669,0.0088799319834997,0.00179487986900526,0.165254904430519,0.0251283181660736,0.00910035582706175,0.0372516295619863,0.0103914097679252,0.0607110243410902,0.0123752243599836,0.00267657524325346,0.00453443335327644,0.00311742293037755,0.00305444468935983,0.00179487986900526,0.00821866045281355,0.00787228012721605,0.0126271373240545,0.0096671599962213,0.0517366249960639,0.00680165002991466,0.00793525836823378,0.00607740025821079,0.00412507478666121,0.00107063009730138,0.00157445602544321,0.00251912964070913,0.00576250905312215,0.0034323141354662,0.00185785811002299,0.00305444468935983,0.00371571622004597,0.00661271530686148,0.00743143244009195,0.00412507478666121,0.00906886670655289,0.00447145511225871,0.0225462102843468,0.0113045942626822,0.00440847687124099,0.00617186761973738,0.019019428787354,0.00651824794533489,0.0113045942626822,0.0494379191989168,0.00491230279938281,0.00623484586075511,0.00828163869383128,0.00371571622004597,0.00478634631734736,0.022955568850962,0.00560506345057783,0.00636080234279057,0.00129105394086343,0.0161539188210473,0.00538463960701578,0.00280253172528891,0.00557357433006896,0.00336933589444847,0.00292848820732437,0.107314922694209,0.0172560380388576,0.0318669899549706,0.00944673615265926,0.0130364958906698,0.00229870579714709,0.00110211921781025,0.0693075542400101,0.136221935321346,0.0156500928929055,0.013918191264918,0.00302295556885096,0.00223572755612936,0.0369682274774066,0.00336933589444847,0.0108322574550493,0.018074755172088,0.00639229146329943,0.0124067134804925,0.00431400950971439,0.0114935289857354,0.00762036716314513,0.0108322574550493,0.00875397550146424,0.00447145511225871,0.00995056208080108,0.0034323141354662,0.0063293132222817,0.01275309380609,0.00428252038920553,0.0128790502881255,0.0112731051421734,0.00784079100670718,0.120225462102843,0.00346380325597506,0.00352678149699279,0.0566489277954467,0.00147998866391662,0.00204679283307617,0.0152722234467991,0.00670718266838807,0.00273955348427118,0.00188934723053185,0.0276789369272916,0.00963567087571244,0.00998205120130995,0.00406209654564348,0.00818717133230469,0.0319614573164972,0.00302295556885096,0.00292848820732437,0.0085335516579022,0.0338822936675379,0.00217274931511163,0.0088799319834997,0.0029914664483421,0.00324337941241301,0.00881695374248197,0.0123437352394748,0.0085335516579022,0.00563655257108669,0.0559561671442517,0.0012280756998457,0.00368422709953711,0.00390465094309916,0.00525868312498032,0.012973517649652,0.00261359700223573,0.0333154894983783,0.00170041250747867,0.0537519287086312,0.00135403218188116,0.0196177220770224,0.00620335674024624,0.00563655257108669,0.00264508612274459,0.00475485719683849,0.0363699341877381,0.00500677016090941,0.00906886670655289,0.0109897030575936,0.145038889063828,0.0418490411562805,0.0304184904115628,0.0151147778442548,0.0291274364706994,0.0488081367887395,0.0324023050036212,0.0075573889221274,0.0760777151494159,0.00834461693484901,0.0406524545769437,0.114903800736845,0.00919482318858834,0.011587996347262,0.00491230279938281,0.0120918222754038,0.0054476178480335,0.0536889504676134,0.0135718109393205,0.00604591113770192,0.00891142110400856,0.0704096734578203,0.0737475202317599,0.0165947665081714,0.0146739301571307,0.00821866045281355,0.0418175520357716,0.0977422300595144,0.0223257864407847,0.0181062442925969,0.00875397550146424,0.132159838775703,0.00708505211449444,0.0187675158232831,0.0345750543187329,0.00522719400447146,0.0898699499322984,0.0130679850111786,0.00875397550146424,0.00639229146329943,0.00746292156060081,0.0145164845545864,0.0150517996032371,0.0210032433794124,0.0193972982334603,0.00702207387347671,0.0137922347828825,0.0273955348427118,0.0182322007746324,0.0138867021444091,0.0615927197153383,0.0777781276568945,0.0134143653367761,0.0987498819157981,0.0697169128066253,0.197625720313632,0.0571212646030796,0.010895235696067,0.0299776427244387,0.0348269672828038,0.0136347891803382,0.378845608842145,0.0046603898353119,0.00847057341688447,0.00336933589444847,0.00532166136599805,0.033630380703467,0.0159649840979941,0.00478634631734736,0.00658122618635262,0.00831312781434015,0.00418805302767894,0.00497528104040054,0.0122492678779482,0.00579399817363101,0.0059829328966842,0.0176968857259817,0.0107377900935227,0.00743143244009195,0.00264508612274459,0.00399911830462575,0.033630380703467,0.0478319740529647,0.145290802027899,0.041974997638316,0.0331265547753251,0.0427622256510376,0.0282457410964512,0.00582548729413987,0.0352678149699279,0.00075573889221274,0.00261359700223573,0.00138552130239002,0.00982460559876563,0.00110211921781025,0.00683313915042353,0.0072110085965299,0.0477060175709292,0.00459741159429417,0.00267657524325346,0.154233712252417,0.00973013823723903,0.00261359700223573,0.00431400950971439,0.0556097868186542,0.0205309065717795
OTU67,0.0109267248165759,0.00620335674024624,0.00988758383978335,0.00308593380986869,0.0281827628554334,0.00566804169159555,0.0552004282520389,0.00604591113770192,0.0138552130239002,0.0430456277356173,0.0137292565418648,0.0279623390118714,0.0166577447491892,0.01413861510848,0.0186100702207387,0.0227036558868911,0.0724564662908965,0.0584123185439431,0.00724249771703876,0.0201530371256731,0.0485877129451774,0.00305444468935983,0.031520609629373,0.0118399093113329,0.0112731051421734,0.00393614006360802,0.0346065434392417,0.0468558113171899,0.0302610448090185,0.0161539188210473,0.0295682841578235,0.0173505054003842,0.00777781276568945,0.0164058317851182,0.00828163869383128,0.0149888213622194,0.0271436218786409,0.0331895330163429,0.0183896463771767,0.00560506345057783,0.0423843562049312,0.0167837012312246,0.00283402084579778,0.00595144377617533,0.0213181345845011,0.0232074818150329,0.0144220171930598,0.014831375759675,0.0120288440343861,0.0406839436974525,0.0272695783606764,0.0262619265043927,0.0109267248165759,0.0227351450073999,0.0151462669647637,0.0195232547154958,0.0187675158232831,0.0277419151683093,0.0151462669647637,0.0114620398652266,0.00771483452467173,0.0130364958906698,0.0434549863022326,0.0375980098875838,0.0298201971218944,0.028056806373398,0.0114620398652266,0.0133198979752496,0.0404635198538905,0.00702207387347671,0.0565859495544289,0.0134773435777939,0.0158705167364676,0.0118713984318418,0.0058884655351576,0.0429826494945996,0.0220108952356961,0.0244355575148786,0.00891142110400856,0.021570047548572,0.0404950089743993,0.0370626948389331,0.0247189595994584,0.0160909405800296,0.00717951947602103,0.0129420285291432,0.0131939414932141,0.0266083068299902,0.0375980098875838,0.024341090153352,0.031079761942249,0.0137607456623737,0.00695909563245899,0.0296627515193501,0.0149258431212016,0.0232074818150329,0.0152407343262903,0.0176653966054728,0.0131939414932141,0.0307333816166514,0.014610951916113,0.0211291998614479,0.0173505054003842,0.010895235696067,0.00352678149699279,0.0180432660515792,0.0383852379003054,0.0305444468935983,0.0037786944610637,0.0309538054602135,0.0257895896967598,0.00950971439367698,0.00774632364518059,0.0111156595396291,0.01275309380609,0.033850804547029,0.0156500928929055,0.0113360833831911,0.0200585697641465,0.029914664483421,0.00680165002991466,0.00456592247378531,0.0244040683943697,0.00784079100670718,0.014831375759675,0.0186100702207387,0.0122177787574393,0.00494379191989168,0.0296942406398589,0.0140441477469534,0.0372831186824952,0.0130679850111786,0.0072110085965299,0.0176339074849639,0.0190824070283717,0.00916333406807948,0.0251598072865825,0.0212551563434833,0.00532166136599805,0.0110526812986113,0.00374720534055484,0.00368422709953711,0.0146739301571307,0.00563655257108669,0.011587996347262,0.00692760651195012,0.0125641590830368,0.00425103126869667,0.0104858771294518,0.00469187895582076,0.00875397550146424,0.00969864911673017,0.00447145511225871,0.0184211354976856,0.00991907296029222,0.00551059608905123,0.0195232547154958,0.00900588846553516,0.0038731618225903,0.00475485719683849,0.00406209654564348,0.00947822527316812,0.026671285071008,0.00576250905312215,0.0172245489183487,0.016689233869698,0.00812419309128696,0.00900588846553516,0.0131939414932141,0.00689611739144126,0.00431400950971439,0.0157130711339232,0.00614037849922852,0.0223257864407847,0.010202475044872,0.00519570488396259,0.0291589255912082,0.0157130711339232,0.00796674748874264,0.0153666908083257,0.00910035582706175,0.00280253172528891,0.00497528104040054,0.0172875271593664,0.00399911830462575,0.0037786944610637,0.00947822527316812,0.0222942973202758,0.00928929055011493,0.0337878263060113,0.0114620398652266,0.00399911830462575,0.00991907296029222,0.00447145511225871,0.015776049374941,0.00355827061750165,0.00264508612274459,0.005101237522436,0.00201530371256731,0.00651824794533489,0.00415656390717007,0.00229870579714709,0.0134773435777939,0.0182951790156501,0.00834461693484901,0.0037786944610637,0.00910035582706175,0.00752589980161854,0.00100765185628365,0.00173190162798753,0.00321189029190415,0.0156815820134144,0.0218219605126429,0.00497528104040054,0.0176339074849639,0.0142645715905155,0.00654973706584375,0.0142015933494977,0.0106118336114872,0.0162798753030828,0.0160909405800296,0.0205309065717795,0.0111156595396291,0.00563655257108669,0.00680165002991466,0.0297572188808767,0.0531221462984539,0.0278048934093271,0.0107692792140316,0.00840759517586674,0.0293163711937526,0.00396762918411689,0.00566804169159555,0.0119973549138773,0.0130679850111786,0.00787228012721605,0.00308593380986869,0.0148943540006928,0.00308593380986869,0.00739994331958308,0.0144220171930598,0.0252542746481091,0.00995056208080108,0.0149258431212016,0.103095380546021,0.00469187895582076,0.0075573889221274,0.0296627515193501,0.00645526970431716,0.0202789936077085,0.00919482318858834,0.00484932455836508,0.0147369083981484,0.00821866045281355
